beta_ldpred2_cc beta_lassosum_cc
-0.000118594247333606 0
3.50017488886045e-05 0
-6.87542773908829e-05 0
-7.4490881548166e-05 0
-5.41681193988578e-05 0
0.000137919933735598 0
-5.74163898939597e-05 0
-0.000292892937953383 -0.00235124715574188
-0.000184119910293516 -0.000721364976041218
0.000796845569711949 0.00443445050373947
4.32411679985305e-05 0
2.84531303046581e-05 0
2.19684032318161e-05 0
3.7578988696918e-05 0
2.44275672194825e-05 0
3.63048372450209e-05 0
5.16569295681805e-05 0
2.36253537180926e-05 0
2.74505601401354e-05 0
2.92867003410465e-05 0
2.81128362400724e-05 0
3.95043527882416e-05 0
4.36591651655895e-05 0
3.54084548198104e-05 0
4.18451113183155e-05 0
5.35625667996729e-05 0
0.000120146487852621 0
0.000211842521866754 0
0.000144521631617187 0
0.000137206073521111 6.46206154766492e-05
0.000137435128037476 0
7.34438410390178e-05 0
6.82839887724865e-05 0
0.000330880220829464 0.00162315752279767
0.000137410487128645 1.73331380458461e-05
0.000147634940481213 5.055233370185e-05
0.000183875833056297 0.000309895685179135
0.00017915367729856 0.000174178866175823
0.000191466344727279 0.000760235643226702
7.98859229534519e-05 0
8.235883842321e-05 0
0.000195518089852101 0.000709648246507645
0.000158572280736236 0
-4.30490025324503e-05 0
-4.34809342346401e-05 0
-4.06813315268233e-05 0
-9.19632840776915e-05 0
0.000156664396412479 0
0.00012767143066015 0
6.87122608181601e-05 0
6.62226711668052e-05 0
6.66215361187317e-05 0
0.000108581261986807 5.86424086730358e-05
-0.000243157019094873 -0.000711960214722332
0.000350393752826286 0.00155731869471421
0.00012930055560866 0
3.34834549818612e-05 0
4.92774620894709e-05 0
2.8913282798538e-06 0
3.48028072788553e-05 0
-0.000169874181104738 0
0.000263489021033385 0.000386064261321903
-0.000234180286723004 -0.000321029858904518
7.32239786091235e-05 0
3.64255271478464e-05 0
0.000132360778715146 0
8.06415412076391e-05 0
-0.00010004973281467 0
1.98669497408816e-05 0
7.36912421240756e-05 0
8.29672888207863e-06 0
0.000374289990158832 0.00185840405987966
0.00014104862057608 0
0.000122892351578211 0
9.95867627900308e-05 0
0.000324722616341465 0.000394201192385588
0.000231378535290469 0
0.00142544036862963 0.00450167277261064
9.31506482642788e-05 0
-1.56685672872589e-05 0
0.000645374523351724 0.0030120254671379
1.52702866822364e-05 0
0.000858133686424849 0.0035761470321419
2.87038592522537e-05 0
0.00139156217189034 0.00446463774956061
3.12167002646438e-05 0
0.000589395302638978 0.00243128249598509
7.94635478356604e-05 0
0.000887005488212476 0.00404457803454098
0.000230364683346616 0
0.000468689689203138 0.0023812192566429
0.00155942134788981 0.00486073782470211
0.000443159603783609 0.00171252804975939
0.000502455524803041 0.00190123444207961
-0.000132919297921377 0
0.000474596380644706 0.00198177664121066
0.000515595230798818 0.00199186462840139
0.000568124209422423 0.00243702986863622
0.00060673513495089 0.00235406778270269
0.000509959310097542 0.00235824171540556
0.000583570220420371 0.00253605373456575
0.00051651795753573 0.00254650723847399
-0.000723508413645417 -0.00285215609172889
-0.000613832648117114 -0.00221927749854816
-0.000584336876982149 -0.00283938515487551
-0.000595633808884063 -0.00267365165868124
-0.000699411817713496 -0.00288796886694118
-0.000419416475686361 -0.00207460069061392
-0.000659111719799243 -0.00285824999468105
-0.000606634301630204 -0.00285834398908979
-0.000567853301408106 -0.00293983282315013
5.80543218206105e-06 0
-0.000545330026362207 -0.00256365787662329
-0.000431218774425294 -0.00214130657408683
-0.000522881790564497 -0.00284310628290041
-1.60252972168889e-05 0
-3.02662565985095e-05 0
-0.000595570719519906 -0.00290372990249075
-7.67467196325548e-06 0
2.40710838439236e-05 0
-3.14105425598158e-05 0
2.88413497559913e-05 0
3.22753614410577e-05 0
4.07006140250427e-05 0
5.02730289780599e-05 0
-0.000282159267964535 -0.00021544846885692
5.058307248243e-05 0
3.2373984351394e-05 0
5.87016421538921e-05 0
3.97960729850685e-05 0
3.16440494255411e-05 0
-0.000125414543179656 0
-0.000275685114813809 -0.00082979103848273
-0.000288491527935259 -0.0008443903263168
-0.000325472032670312 -0.000836912685280547
-0.000286343129149699 -0.000757658331564771
-0.000281096929525847 -0.000697460578157692
-0.000288173633655742 -0.000651663689281732
-0.000396500426586038 -0.00158218420458395
-0.000337432503508378 -0.000953908846304279
-0.000514042002914494 -0.00225757921388298
0.000248229508964116 0.000328734886199305
0.000264168064556188 0.000451855644442699
0.000319245172448723 0.00122977708635793
0.00035576052871655 0.00116837585598639
-0.00040794849790677 -0.00205180084302207
0.00029072986996208 0.001175577366486
-0.00034066963556591 -0.0014582817073682
0.000387856623445843 0.0017399869415052
-0.000408320048526505 -0.00180566650575512
-0.000121376848498185 0
-0.000131262112404625 0
-0.000128879403156685 0
0.000238983707037126 0.000509973733350807
0.000174576036795577 0
0.000142421352339634 0
-0.000188900138191567 0
1.53173029330265e-05 0
0.000214021250291217 0
0.000189715033843411 0
-0.000178476194731856 0
-0.000177650679380701 0
1.21441431283128e-05 0
0.000148387287372873 0
5.16437033392661e-05 0
-7.27003191171489e-06 0
0.000184440726979661 0
2.89078548273644e-05 0
4.3981355060432e-05 0
-3.31748764774773e-05 0
3.97602226567547e-05 0
-0.000274542496153626 -0.000655294376678622
-0.000111272958166267 0
-0.000111493366553801 0
-0.000119673140179096 0
9.44532616949051e-05 0
0.000100488930840646 0
9.47609536824757e-05 0
-0.000236886555594344 -0.000568016591196326
-0.000173212938178353 0
0.000117075132176909 0
0.000214810237444728 4.6876932203433e-05
0.000274997504733604 0.000513156499358414
0.000166143271448244 0
-0.000283255995119474 -0.00108189869354424
4.23646610215188e-05 0
-1.04362335664649e-05 0
2.74053122071559e-05 0
1.51199754025383e-05 0
1.4052235416121e-05 0
2.00528030647539e-05 0
1.67350269401687e-05 0
9.78904805356891e-05 0
7.14527522316505e-05 0
8.31920116449286e-05 0
-4.31314995404733e-05 0
7.06932838659137e-05 0
6.60805622869209e-05 0
6.46413758083389e-05 0
5.46416875971857e-05 0
6.58304032106635e-05 0
6.98977977269297e-05 0
0.000212546884593182 0
5.58829622548745e-05 0
-0.000129319822821969 0
-0.000138757124437857 0
-0.000216631286198573 0
-0.000165602750070927 0
-0.000429946051826935 -0.00218879198956674
-0.000258345625611126 -0.000421780372771147
2.0524263684683e-05 0
-0.000220712063065937 0
0.000180203807260495 0
0.000159491439213757 0
-1.20179200778214e-06 0
-0.000302142212264181 -0.00147489134758295
8.07808250775693e-05 0
-7.39391216896059e-06 0
-1.40242823256528e-05 0
-2.07429727694977e-05 0
-1.47397236276004e-05 0
-1.51798006307285e-05 0
-7.73865528569799e-05 0
-9.36645266005194e-05 0
-1.77780454612726e-05 0
1.62904737600809e-06 0
2.59687415354326e-05 0
1.65741819348934e-06 0
0.000122312107087509 0
0.000113547228223255 0
0.000138602685853017 0
0.000252048647055664 0.000925781027586119
-9.39416288679533e-05 0
0.000154733434375599 0
9.29689927314476e-05 0
3.52047842249955e-05 0
0.000113507244013869 0
-2.34106455284368e-05 0
-0.000116772645228337 0
7.37789533932465e-05 0
-4.11893693792965e-05 0
-6.97910157962527e-06 0
-0.000130234578554097 0
8.18406740504804e-05 0
-0.00015596316227936 0
-1.15180818013856e-05 0
7.73407211243535e-05 0
-8.05985446052544e-06 0
7.98356156476138e-05 0
3.49148814043317e-06 0
-7.95727655186709e-06 0
-4.46872088768507e-05 0
-0.00014550979627512 0
-3.95972757727109e-05 0
-0.000173149950564677 0
0.00012467984644675 0
-0.000162594709788075 0
-4.82719400576432e-05 0
-4.70709471873383e-05 0
-0.000296527422531071 -0.000507935422685253
-3.8483740531311e-05 0
-1.14947143399597e-05 0
-7.07817634786526e-05 0
-0.000250365138416884 -0.000547175660160077
0.000144976071578114 0
-3.81192923783855e-05 0
-4.58739881304037e-05 0
-5.29475765097944e-05 0
-2.723677219342e-05 0
-2.74401481631676e-05 0
-4.98018802922201e-05 0
-0.000296367122572801 -0.000592041391419241
-2.81951835024406e-05 0
-2.15087872474797e-05 0
-3.35723240045868e-05 0
-1.32461207394296e-05 0
-6.71458077166685e-05 0
-5.47104695766057e-05 0
-6.4556718945723e-05 0
-0.000313934039878385 -0.000568414724629251
-5.50437352262178e-05 0
-2.80192939535482e-05 0
8.33653995244967e-05 0
-6.50409614545813e-05 0
0.000124507020584072 0
0.000142891654719848 0
-0.000291095654043571 -0.000751234096621851
0.000130606702428903 0
0.000132344953468404 0
-0.000167854584443569 0
-0.000161165166677966 0
5.86115485457213e-06 0
0.000128748260467224 0
6.25641217476913e-06 0
-0.000148864088429676 0
-4.85161039037056e-05 0
0.000123616692068267 0
0.000105796526428061 0
-3.87023863669527e-05 0
0.00010152518434182 0
-4.11269285370935e-05 0
-0.000238008771048108 -0.000672216497915085
-5.70441674069166e-05 0
-6.41621546693754e-05 0
-0.000108712098194765 0
-8.39434507804894e-05 0
-5.94021939897284e-05 0
-2.47982756550173e-05 0
-2.72598839728683e-05 0
-5.7151836418584e-05 0
-1.22825652133997e-06 0
-5.9540494704275e-05 0
-3.41184214089751e-05 0
1.50844318829522e-05 0
4.15228236956233e-05 0
2.11821956454892e-05 0
2.28896293492996e-05 0
1.11462369706449e-05 0
1.63675600930559e-05 0
1.38612166731481e-05 0
-7.33690742813253e-05 0
0.000169666726768793 0
7.32736272066024e-05 0
-0.000116047744372088 0
-0.000176312971333972 0
-0.000167935469651197 0
-3.28776688410852e-05 0
-0.000184439146728628 -1.69017411216027e-05
-0.000234263520666738 -0.000599705827323418
-0.000204939119348177 -0.000469141544564567
7.17584277110809e-05 0
6.79105033446307e-05 0
-1.82775938529195e-06 0
6.10487294885597e-05 0
-6.94265529219952e-06 0
7.47086334957976e-05 0
4.21808085775137e-05 0
2.83790020262962e-05 0
0.000218764776858061 0
0.000277388177473696 0.000715867858926744
-0.000403488907443784 -0.00217363514530834
-0.00215875604687704 -0.00729009753194153
-0.000490445143218991 -0.00252467772209547
0.000181846501101946 0
1.58840853650668e-05 0
0.000987916343334911 0.00342465683539107
-0.00020747908734517 -0.000665429824154923
-7.83730400793179e-05 0
-0.000231642605691179 -0.00157916866098344
0.000121710703090128 0
9.99532192857114e-05 0
9.96297733665147e-05 0
0.000114350432927101 0
9.93315165146902e-05 0
6.95442163534768e-05 0
0.00012212777999744 0.000259700113291563
-1.04685926677072e-05 0
8.2565414579905e-05 0
4.27073251599054e-05 0
8.02623639703948e-06 0
0.00015113059591232 0
0.000262760203703481 0.00126435874560299
-5.70978619484256e-05 0
0.000159056288490529 0
0.000351896741541285 0.000498789816640125
0.000210090286147036 0.00108428771090095
0.000212807269986347 9.26360199595188e-05
0.00227750048387588 0.00695113430022093
0.0002307535063099 0.000169961958352563
-1.65862008490924e-05 0
-0.00116911463197661 -0.00381404338740334
-4.65205742824439e-05 0
-3.21777504927625e-05 0
0.000264160309230299 0.000387439532867728
0.000235647408219058 0.000208138950637033
0.000236534585605545 0.000440617172268507
0.000199434819872342 0
0.000241550636340561 0.000108203203416266
-0.00173565533875525 -0.00499864033920532
-0.00129402692232453 -0.00439152265542365
-0.0011057864928627 -0.00405133784309293
2.18915056674367e-06 0
0.000191301015937282 0
-0.000482046405663792 -0.00322148422475205
0.000250417184555327 0
-0.00131861124048835 -0.00402428570314441
0.000205338196272971 0
0.000380455528747964 0.00231828090375434
0.000204902402424568 0
0.00022322370268975 0
0.000217019549474119 0
7.73933430458099e-06 0
-0.00014504575582475 0
0.00196948419518231 0.00714970750831719
0.00223529330591678 0.00703850645951827
0.00191439352966905 0.00697785772707985
0.000898000275223743 0.00319507577158597
7.58752519468514e-07 0
0.000123656757872108 0
6.77913351573799e-05 0
0.000133608341598273 0
0.000185747415843549 0
0.000122456276032665 0
0.000108351487982454 0
0.000326950763906938 0.000590647443588504
0.000345103960001693 0.00112554251563913
0.000407715761979655 0.00127034846064322
0.000399524645023941 0.00165505911148083
0.000467983623122329 0.00147132724317546
0.000350929873173972 0.000932716040421686
0.00176021703144848 0.00648609481928973
-0.000383450572519566 -0.00274674393547735
9.95518190194878e-05 0
0.000555791731732458 0.0029249439889484
-0.00016645254164142 -0.000248870041463389
-0.000142380215987773 0
0.000272054601586714 0.00229700028633155
0.000103133248361528 0
0.000238087902428758 0.000571779745938206
0.000188819624439986 0.000670005897696971
-0.00322042910973754 -0.00554120095615876
-0.00397354485378744 -0.00539838230810178
0.000397240886901799 0.00231946589067846
-0.00140632759692668 -0.0023632670239716
-0.000362474973119078 -0.00210649265297884
-0.000541623734753246 0
-0.000338467390578058 0
8.84730187417345e-05 0.000249498937115071
0.000146674371866287 0
-0.00065189973684828 -0.000574511762810442
0.00124662924528996 0.00519802961404246
-0.000703828755094281 -0.000587506390398537
7.68608401081928e-05 0.000225691506024257
-0.000847416059143842 -0.000881689105936662
0.00469255780020512 0.0067173954906942
-0.000784039832257514 -0.000467320512566148
-0.000661258096907376 -0.000589834131754355
0.00462254303527275 0.00655987637292398
0.00158863192240717 0.00517457721071807
-0.000922659312326139 -0.00079600439646552
-0.000868960606230536 -0.000583224140236623
-0.000851184277436455 -0.00058892072359803
-0.000862979771756057 -0.000637313053321704
-0.000687348073057146 -0.000607730604028702
0.000158287282855299 0
-1.04495373795797e-05 0
-0.000619678702980307 -0.00049249446102893
0.00026192387014992 0.00190874306677996
-0.000645241396945992 -0.000591290728650331
-0.000592766223718098 -0.000514491554203143
-0.000690790702894254 -0.000756101891363157
-1.64212577308505e-05 0
0.00224503968913566 0.00568358245243621
0.00153017569222769 0.00550240934335194
-1.60713852378376e-05 0
-0.000650208842323568 -0.00056380159423515
-0.000641401254005772 -0.000560359574634983
0.000244645502631852 1.72126481751116e-05
8.97070947610603e-05 0
-2.04044321866926e-05 0
0.0015441663426298 0.0048950214640944
-0.000687911156924961 -0.000490175405383157
-2.61702752748603e-05 0
1.95673334407044e-05 0
2.15388962475093e-05 0
-0.000802303998076434 -0.000734602324104907
-0.000995770118205433 -0.00176650639869312
-5.19267981653071e-05 0
-0.000699544703741674 -0.00173488666264878
-0.00352751121360802 -0.00819010386863141
-0.00327252236317157 -0.00711407544977079
-0.000705748528128771 -0.00143317162584718
-0.000861160059824457 -0.00157715637419331
-5.45820277178988e-05 0
-4.04273211337962e-05 0
-0.0160330088034257 -0.0238250757106832
-0.00332946486732499 -0.00729369249306181
-3.52038893132589e-05 0
-0.00311177570783166 -0.00773265491186062
-0.00081255343832321 -0.00126719210463123
-0.00089639861059274 -0.00128487808545159
-0.000710415767887991 -0.00169104470929293
1.40606635025628e-05 0
0.00254836699843199 0.00573061256751492
-1.08674873213797e-06 0
6.04800232393634e-05 0
-0.000876690746468103 -0.00137737994632203
-0.000888397766376916 -0.00134867131032066
-0.000814792236235138 -0.00123979371806586
-0.000784057432545994 -0.00135200940941736
-0.000776987416313953 -0.00162671297431502
-4.66829052844796e-05 0
0.000718305016698267 0.00297608342803955
-8.1908375655168e-05 0
-3.95998562438237e-05 0
-9.15298032701672e-05 0
-8.7940904684533e-05 0
-8.84515920534488e-05 0
-0.000417880095300175 -0.00210320363025597
0.000526879162982712 0.00380584053114677
0.000524553896773259 0.00350254832408936
-0.000571048440220514 -0.00297560923768404
-0.000654763221486796 -0.00222257563215215
-0.000695657296063787 -0.00204692113088
-0.000674392393385446 -0.00243450404469861
-0.000489506143503634 -0.00146176712436832
-0.000823763681179789 -0.00255870344225902
-0.000540016805722082 -0.0019861776910289
-6.15684979459203e-06 0
-0.000179866617814986 0
-0.000149423371905392 0
-8.61336719252877e-05 0
-0.0044856572686793 -0.00759242619779642
0.0266337078446909 0.0374665302895522
0.0230514439720792 0.0319774216098234
-0.0093055280169311 -0.0114442119725097
-0.00506238990140199 -0.00723510409264338
-0.0065664345894117 -0.00873513545669398
-0.00972411083556273 -0.0105204945001706
-0.00551888333604721 -0.00862333741340349
-0.00644637637864677 -0.00887487099961211
-0.00825820611303598 -0.00867734055182691
-0.00528871351068583 -0.008102453286074
-0.00561545669074395 -0.00574082279285016
-0.00387846899620831 -0.00453425341355786
-0.00322205547460907 -0.0039347116652296
-0.0033232312252955 -0.00458820300483972
-0.00340920942487871 -0.00478378368149775
-0.00443578966322465 -0.0047090636160296
-0.004072873621438 -0.00406719739516782
-0.00354264403606041 -0.00408215183153221
-0.00448049776568509 -0.00565987912117187
-0.00990203430866228 -0.0122627036250187
-0.00166797628030958 -0.00243715026152627
-0.00149334936324108 -0.0021824058040214
-0.00157283075950003 -0.00221517329667984
-0.00204300096203495 -0.00426082640670651
-0.000493115148272251 0
0.00493833749412255 0.00937020384757427
0.000139625170152264 0
0.000395549079159897 0.00256863086835985
7.43733477129891e-05 0
8.17900969694472e-05 0
2.899197492071e-05 0
-0.00363675888515855 -0.0103716164905806
0.00330232998413012 0.00553017698791508
-0.000149157978896532 0
0.00285158885202488 0.00605309176775538
0.00242777262266673 0.00375174896446631
0.00214300041373435 0.00478026182520835
3.46733985232892e-05 0
0.00217006874158909 0.00353602790831874
0.00210984590003932 0.00481911924052263
2.73053983009948e-05 0
0.00175712990756814 0.00319576587130878
-0.000494584586360034 -0.000534182040915163
0.000109570591073771 0
8.86589338011908e-05 0
-0.000591807106139776 -0.0019433896807062
-0.000205048573620757 -0.000195155143419308
-0.000533463782094026 -0.00197278838713732
-0.000139369808210155 0
-0.000495679698365454 -0.00148914823799171
5.86209171113289e-05 0
-0.000519024721392373 -0.00333946843338113
-0.00250449879632873 -0.00739697081060663
-0.00255085360888929 -0.00723682729307327
2.43213414701215e-05 0
-2.23604048192535e-06 0
4.10970733201754e-05 0
0.000441741346716492 0.00333650639124716
0.000219723200340025 0
-0.000236854389056857 0
0.000135282992833222 0
0.000222811089279807 0
0.000338267920846092 0.000299277293280257
0.000138121946962813 0
0.000135483633591678 5.87071297415551e-05
0.000188172132206858 0.000351764479277677
0.000177378576416991 0.000205280129883717
0.000836491402902858 0.00419105813133857
0.00068586854850586 0.00409341544325989
-0.00120516238497073 -0.00315484024271186
-0.00214795834413197 -0.00475791865937489
0.00011360484651389 0
0.000109867309345167 0
0.000108289704592068 0
0.000127205270411992 0
9.0821129852615e-05 0
0.000109917416378776 0
9.38602522723073e-05 0
0.000126561597697528 0
0.000615225759081124 0.00376386826517991
0.000629380859925067 0.00339164941608199
8.89854597759263e-05 0
-0.00207198741096708 -0.005171535216054
8.16310810023105e-05 0
-0.0020710641909591 -0.00567502287097185
-0.00207771404927377 -0.00550011752206691
-0.00255137028630235 -0.00526269070148794
0.000681850894082947 0.00376106954351745
0.000113524244468185 0
9.85307040164845e-05 0
0.00012855959841782 0
0.000347013816049301 0.00131775332350999
-4.1466425364651e-05 0
-0.000345578523554446 -0.00103273131532983
7.75626267201171e-05 0
-0.000114836293267263 0
-0.000186584346833697 -0.000262382486256604
-5.59047189175067e-05 0
-0.000192432825623908 0
-0.000332858682605395 -0.00139319017449741
-0.000339676063530827 -0.0020534698629555
-0.000427934457707313 -0.00253806040760366
-0.00169757093300011 -0.00491766987943771
-0.00106778884143615 -0.00398219666101738
0.000143743670909136 0.000906477330253571
-0.000635792611228133 -0.000985802178029726
-0.000992935481718397 -0.00224124209747458
-6.23149495265436e-06 0
-0.00164066407481571 -0.00463760823730957
-0.000787039371766537 -0.0019227183778115
0.0104078669922454 0.0128329776474684
-0.00284482751350154 -0.00636009319986579
0.0159779545967459 0.0203456926270248
0.00933770311319556 0.0130490011254606
0.00787646759626704 0.0122132707695019
0.00787186906361687 0.0123232903659353
-0.00254810859399869 -0.00647341212028664
0.00742491391166015 0.0121966162467712
-0.000984949713247596 -0.00128022684327108
-0.000861081824130535 -0.00131735409178649
-0.0170077602987493 -0.0245147076795242
-0.000812417049989636 -0.00127534358339821
-0.000860550974048145 -0.00175291970299615
-0.000770946858360326 -0.00115793482518588
-0.000677901301414084 -0.0011199534307286
-0.000801046654332369 -0.00111995355879729
-0.0106900242896356 -0.0141159750080298
-0.00115702821779095 -0.00219337567550708
-0.000601440838980496 -0.000602773555697627
-0.0155748781541615 -0.019978764315318
-0.00344656942687268 -0.00598630217938183
-0.000493468559502352 0
-0.00431689165656032 -0.00619347196633658
-0.00469104592299196 -0.00703337089010931
0.000387314211133779 0.00275138847152065
-0.00523902717325299 -0.00955669694583934
-0.00324926773997898 -0.00512996631100054
-0.000106985558882616 -0.0014926137254618
-0.000104354307974926 -0.00124743585840297
-0.000168675378071124 0
0.0147933702542669 0.0172637054793067
-0.00501043739311329 -0.00616038199976787
0.0167420145881593 0.0250335430878821
-0.00506831898328598 -0.00677567738027032
-0.00436044225176798 -0.00677874567505663
-0.00494308684925994 -0.00679626724270343
-0.00543047508688842 -0.00715012402175526
-0.00610019886409457 -0.00744135752150562
-0.019185947670308 -0.0254183216878685
-0.00618854589032541 -0.00748158152584117
-0.00941134627331263 -0.0104472007391681
-0.00624286113889458 -0.00755247945092322
-0.0052948549210807 -0.00723736684544571
-0.00312839482215185 -0.00414916711096589
-0.0025507159855953 -0.00430334958787677
-0.00665691507247938 -0.00869034679786123
0.00529778673106688 0.00997804177289177
0.00726068655126684 0.0103095118655226
0.0251434100787668 0.0365766636352915
0.00272867060864996 0.0069892483362638
0.0141783621981258 0.0179260466627822
0.024489065251618 0.0349028261046368
0.0182801738140443 0.024946276989905
0.00904947901750317 0.0128173592241088
0.0119753627255961 0.0164494225544108
0.0186608127960538 0.0241778492854768
0.0121500943451517 0.0165494306845708
0.018754632275769 0.0246625576045882
0.0167343347726287 0.0206190048861033
0.0239434862606565 0.0333420682932807
0.0138585867396216 0.020011269912255
0.0247526371459506 0.0347929471025245
-0.0356040109878115 -0.0513970512558706
0.000132879275131858 0
-0.0354686029556753 -0.050804226936568
-0.0112326626048494 -0.0145058780345916
0.0422166037182194 0.062470139101939
-0.00463768054615049 -0.00916319197190253
0.034855453468044 0.048360544290819
-0.0164580949509047 -0.0226471956715703
-0.00167936930176324 -0.00291087236040037
-0.0174302790511788 -0.0234992795308072
0.0694516563194264 0.111315466801807
-0.00159553549933819 -0.00306710373033578
-0.0164698580059117 -0.0216916802937017
-0.00151649774808961 -0.00287842938266121
-0.00145972129147027 -0.00283308229524673
-0.0157049895289199 -0.0209067282370533
-0.00135104563555912 -0.00287318132075626
-0.0163877732658708 -0.0216797193377478
-0.0117005597872899 -0.0165535520311756
-0.0118441444932108 -0.0165551879887993
-0.00176167084497139 -0.00316637665621829
-0.0119389673762359 -0.0166873170280583
-0.0103698721855898 -0.0138959116885306
-0.0161751833166041 -0.0217111735694854
-0.0124482016743606 -0.0165337957794371
-0.0101292269998863 -0.0139993885786626
-0.000156071820138462 0
-0.0860939420740543 -0.127254933470403
-0.0858136377095024 -0.126650291408079
-0.0105030328084243 -0.0141766283087717
-0.0111613526109606 -0.0140617714206872
-0.0120484373307466 -0.0166262568087882
-0.0204322699377847 -0.0306140836540016
-0.012451344599558 -0.0168253773385666
-0.00537966262235234 -0.0103327133985646
-0.0857515872096843 -0.126708048695
-0.0363778039848595 -0.0540082383992226
-0.0110578731096485 -0.014187619121715
-0.0103213008924317 -0.0140642347164849
-0.0363752455341515 -0.0537531377517671
-0.0155702556024051 -0.0208235291877793
-0.0856631130003902 -0.126546931451628
-0.0384719279537295 -0.062565921493318
-0.00459752398727702 -0.00735898202430034
-0.037633908012835 -0.0554515529027641
-0.00723958669552559 -0.00997142407725735
-0.0109309031990171 -0.0132586404383664
-0.0301397135743701 -0.04202736379679
-0.00701072615054038 -0.00994869184627026
-0.0114657026102347 -0.0133555565683057
-0.00743862159579399 -0.0108190129132386
0.000433851149680723 0.0013098041801977
-0.0117718328095952 -0.013406545675654
-0.0119785808055207 -0.0145426109880802
-0.00547378966577689 -0.00712228377838846
-0.00325387743728729 -0.00534746542207394
-0.0134218945285656 -0.0156082800819736
-0.000490247096533767 0
-0.000145722411697931 0
-0.000691734362045921 -0.000655492742364413
-0.000429394351128746 0
-0.000361968400204773 -0.000814414266400545
-0.00172970050512284 -0.00546801156917793
0.000173800388799818 5.41193886567213e-05
0.000171988078121847 0
-0.000169993289535109 0
-0.000205696136499258 0
-0.000580176290684386 -0.00258469738425712
-0.00016535778339835 0
0.000275672552741584 0.000704583720816566
0.00016436410968338 8.52374056625618e-05
-0.0084157610771986 -0.0107318669369859
-0.000146543162671389 0
0.000156655102850712 5.70166143285302e-05
0.000217433304388255 0
-0.00222513785672371 -0.00509896787809413
-0.000191756931954984 0
0.000114679899973781 0
0.000205154008622248 0
0.000107397883980321 0
0.00139261595444378 0.00351535303353073
-0.000133861966470642 0
-0.000516242888956189 -0.002138591089755
0.000123379408739185 0
-0.00125200332348751 -0.00401106419142463
-0.000373880058797925 -0.000908005356648393
-0.000387768433589018 -0.000819093542345275
-0.000227967334531229 0
-0.000166389525471048 0
-0.000628136890161865 -0.00269609842701021
0.000842313993010225 0.00240976711281152
-2.87497535553887e-06 0
-0.0018235633812884 -0.00406191347427935
0.00448847356948038 0.00771612194429014
0.00625766667130686 0.00930682497499447
-0.000347672322964382 -0.00247990946833153
-0.00250329997347441 -0.00719007544645954
-0.000288924250458529 -0.000610448048092649
-0.000204463274742213 -0.0003462778082674
-0.00365264146616376 -0.00806942977675918
-0.000229247523902681 0
-0.000105750533699955 0
-6.46241675835659e-05 0
-8.70529519368744e-05 0
-0.000123096917651261 0
-0.00021310382057668 -0.000811557881991162
0.0001828129770815 0.000385354716784466
-9.72208960318378e-05 0
-0.00010536121212245 0
0.000180393880030189 0.000388327378680569
-0.000189907191224637 -0.000717616444064388
-9.83158213364944e-05 0
-0.000108720942498448 0
0.000568740918408873 0.0033955312781082
-0.000102195298922388 0
-8.9263507569442e-05 0
-9.29652785714771e-05 0
-9.70357917179122e-05 0
-0.000105342537192653 0
0.000191990182342322 0.000368878241223217
0.000201926706369039 0.000313214355521499
0.0001516487038759 7.58021584769791e-05
0.000198907329548173 0.000307937938876498
0.0001863593955004 0.000312631848537038
-0.000102461094463699 0
-9.62339607256104e-05 0
0.000163320108916018 0.000426593956924253
-0.000106922597674603 0
-0.000247490273954916 -0.000698522011638424
0.000165040695264822 0.000280783407105678
-0.000141204199695194 0
0.000171810516230763 0.000292799109493917
-0.000290726312995303 -0.000642796532760262
-0.000273383897743634 -0.0005846662977494
0.000134380981361316 0
-0.000131030352944034 0
-0.00086522594883769 -0.00244447526822212
-0.000251920306753101 0
-0.000290549761676765 -0.000776081226641414
-0.000308111605029067 -0.000580770051012029
-0.000304006672941022 -0.000637212853810653
0.000111697899490024 0
-0.000190642263340919 0
-0.000241633736967329 -4.05410643336123e-05
0.000178011718499168 0
-0.000181169995631476 0
-0.000307861202373132 -0.000580786785521479
5.35346718802938e-05 0
-0.000391844571382341 -0.002111150676102
-0.000254562858527254 -0.001099789902221
-0.000151232256709015 0
0.00033796458306271 0.00156103746496064
-0.000187195046922033 0
-0.000254771236116433 -0.000755291249253039
0.000165038451305165 0
-0.000203178297013515 -0.000135596067566475
-0.000217143849690047 -0.000149189764106653
-0.000208502482125166 0
-0.000273027048095273 -0.000585741627000294
-0.000136340496380263 0
0.000391453686139558 0.00146867995765108
8.81332641716766e-05 0
4.76201498760756e-05 0
0.000524087507634336 0.00195557211574381
1.20150336025735e-05 0
-1.68845158731641e-05 0
0.000123504361347738 0
1.96831972789823e-06 0
-4.20149462438549e-06 0
-4.10640454523889e-05 0
-5.35107847494307e-05 0
-4.76770011392389e-05 0
-1.2258355127364e-05 0
-9.67165933819035e-05 0
0.000217166658016366 0.000419133133932901
-0.000110310023769058 0
-0.000187057874098425 0
0.000633525017949057 0.00322244717716972
-0.000185531282417118 0
-0.000282732414309402 -0.000541589831952317
-0.000105262275930332 0
-8.96930305330961e-05 0
-0.000101277002954815 0
-0.000217075439949342 0
-0.000160242626119604 0
-0.000139038472999572 0
5.35125580349066e-05 0
4.72180098102594e-05 0
0.000130180647518392 0
-3.32621410692158e-05 0
0.000113659454011881 0
